objectid,title,narrator,interviewer,date,year,location,time-period-covered,length-of-interview,subject,subject-1,subject-2,subject-3,type,format,format-free,transcript-available,biography-available,release-form-available,catalog-number-if-applicable,institution,address,phone,email,website,notes
wyomingoralhistory1365,Irene T. Jarvis (Quinn) Oral History Interview (1987),Irene T. Jarvis (Quinn),,1986-1987,1987,,,9:38:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.48,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1366,George Jenkins Oral History Interview (1987),George Jenkins,,1986-1987,1987,,,16:02:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.49,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1367,Henry Jensen Oral History Interview (1987),Henry Jensen,,1986-1987,1987,,,48:33:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.50,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1368,James E. Large; Sr. Oral History Interview (1987),James E. Large; Sr.,,1986-1987,1987,,,32:12:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.51,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1369,"Lawrence ""Ab"" Large Oral History Interview (1987)","Lawrence ""Ab"" Large",,1986-1987,1987,,,26:37:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.52,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1370,"Cecil ""Slim"" Lawrence Oral History Interview (1987)","Cecil ""Slim"" Lawrence",,1986-1987,1987,,,10:25:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.53,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1371,David Love Oral History Interview (1987),David Love,,1986-1987,1987,,,48:54:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.54,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1372,Louise Lujan Oral History Interview (1987),Louise Lujan,,1986-1987,1987,,,24:11:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.55,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1373,Bill Marion Oral History Interview (1987),Bill Marion,,1986-1987,1987,,,40:30:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.56,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1374,Lucille McAdams Oral History Interview (1987),Lucille McAdams,,1986-1987,1987,,,32:01:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.57,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1375,Harriet McIntosh Oral History Interview (1987),Harriet McIntosh,,1986-1987,1987,,,32:15:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.58,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1376,Frank Meade Oral History Interview (1987),Frank Meade,,1986-1987,1987,,,33:52:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.59,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1377,Lowell Morfeld Oral History Interview (1987),Lowell Morfeld,,1986-1987,1987,,,,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.60,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1378,Paul Moss Oral History Interview (1987),Paul Moss,,1986-1987,1987,,,43:00:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.61,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1379,Pirus Moss Oral History Interview (1987),Pirus Moss,,1986-1987,1987,,,16:23:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.62,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1380,Elizabeth Nagoshoah Oral History Interview (1987),Elizabeth Nagoshoah,,1986-1987,1987,,,14:59:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.63,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1381,Ellis Newell Oral History Interview (1987),Ellis Newell,,1986-1987,1987,,,48:52:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.64,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1382,"Arthur ""Dutch"" Nipper Oral History Interview (1987)","Arthur ""Dutch"" Nipper",,1986-1987,1987,,,,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.65,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1383,Emil O'Neal Oral History Interview (1987),Emil O'Neal,,1986-1987,1987,,,,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.66,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1384,Doris Oldman Oral History Interview (1987),Doris Oldman,,1986-1987,1987,,,48:55:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.67,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1385,Inez Oldman Oral History Interview (1987),Inez Oldman,,1986-1987,1987,,,26:02:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.68,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1386,John Oldman Oral History Interview (1987),John Oldman,,1986-1987,1987,,,34:52:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.69,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1387,Joseph Oldman Oral History Interview (1987),Joseph Oldman,,1986-1987,1987,,,,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.70,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1388,Thomas J. Oldman; Sr. Oral History Interview (1987),Thomas J. Oldman; Sr.,,1986-1987,1987,,,48:27:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.71,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1389,"Walter ""Jesse"" Oldman Oral History Interview (1987)","Walter ""Jesse"" Oldman",,1986-1987,1987,,,31:37:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.72,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1390,Dorothy Owen; Sr. Oral History Interview (1987),Dorothy Owen; Sr.,,1986-1987,1987,,,32:48:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.73,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1391,Unidentified Oral History Interview (1987),Unidentified,,1986-1987,1987,,,47:49:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.74,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,Photo IDs.
wyomingoralhistory1392,Chester Pingree; Sr. Oral History Interview (1987),Chester Pingree; Sr.,,1986-1987,1987,,,48:27:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.75,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1393,Irene Pingree Oral History Interview (1987),Irene Pingree,,1986-1987,1987,,,31:45:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.76,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1394,Mary Piper Oral History Interview (1987),Mary Piper,,1986-1987,1987,,,36:40:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.77,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1395,Sonny Portland Oral History Interview (1987),Sonny Portland,,1986-1987,1987,,,48:50:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.78,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1396,Ernest L. Posey Oral History Interview (1987),Ernest L. Posey,,1986-1987,1987,,,27:29:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.79,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1397,Edlore Quiver Oral History Interview (1987),Edlore Quiver,,1986-1987,1987,,,26:17:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.80,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1398,Archie Ferris; Blance Schroer; Ed Young; Henry Hudson; J.K. Moore; Jules Farlow Oral History Interview (1987),Archie Ferris; Blance Schroer; Ed Young; Henry Hudson; J.K. Moore; Jules Farlow,,1986-1987,1987,,,25:13:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.81,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1399,Gordon Read Oral History Interview (1987),Gordon Read,,1986-1987,1987,,,23:47:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.82,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1400,Burnett Hugh Ridgley Oral History Interview (1987),Burnett Hugh Ridgley,,1986-1987,1987,,,11:03:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.83,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1401,Alberta Roberts Oral History Interview (1987),Alberta Roberts,,1986-1987,1987,,,49:02:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.84,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1402,Mary Louise Roberts Oral History Interview (1987),Mary Louise Roberts,,1986-1987,1987,,,9:16:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.85,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1403,Lovina Robson Oral History Interview (1987),Lovina Robson,,1986-1987,1987,,,48:56:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.86,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1404,Paul Rulean Oral History Interview (1987),Paul Rulean,,1986-1987,1987,,,48:16:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.87,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1405,Mary Bean Sackett Oral History Interview (1987),Mary Bean Sackett,,1986-1987,1987,,,31:47:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.88,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1406,Mr and Mrs. E.R. Schamber Oral History Interview (1987),Mr and Mrs. E.R. Schamber,,1986-1987,1987,,,32:36:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.89,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1407,Hazel Schlensky Oral History Interview (1987),Hazel Schlensky,,1986-1987,1987,,,48:06:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.90,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1408,Blanche Schroer Oral History Interview (1987),Blanche Schroer,,1986-1987,1987,,,44:44:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.91,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1409,Bob and Ora Seipt Oral History Interview (1987),Bob and Ora Seipt,,1986-1987,1987,,,,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.92,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1410,Alice Shoemaker Oral History Interview (1987),Alice Shoemaker,,1986-1987,1987,,,,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.93,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1411,Les Shoemaker Oral History Interview (1987),Les Shoemaker,,1986-1987,1987,,,40:15:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.94,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1412,Harrison and Anna Shoyo Oral History Interview (1987),Harrison and Anna Shoyo,,1986-1987,1987,,,32:24:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.95,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1413,Ina Smith Oral History Interview (1987),Ina Smith,,1986-1987,1987,,,32:27:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.96,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1414,Daisy St. Clair Oral History Interview (1987),Daisy St. Clair,,1986-1987,1987,,,32:38:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.97,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1415,Leona St. Clair Oral History Interview (1987),Leona St. Clair,,1986-1987,1987,,,32:44:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.98,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1416,Martha LeClair Stagner Oral History Interview (1987),Martha LeClair Stagner,,1986-1987,1987,,,8:27:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.99,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1417,Tiny and Fritz Stevens Oral History Interview (1987),Tiny and Fritz Stevens,,1986-1987,1987,,,31:36:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.100,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1418,Raphaelita Stump Oral History Interview (1987),Raphaelita Stump,,1986-1987,1987,,,32:43:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.101,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1419,Ernest Sun Rhodes; Sr. Oral History Interview (1987),Ernest Sun Rhodes; Sr.,,1986-1987,1987,,,48:05:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.102,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1420,Estelle Sun Rhodes Oral History Interview (1987),Estelle Sun Rhodes,,1986-1987,1987,,,27:02:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.103,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1421,Robert Sun Rhodes Oral History Interview (1987),Robert Sun Rhodes,,1986-1987,1987,,,,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.104,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1422,Victoria Sun Rhodes Oral History Interview (1987),Victoria Sun Rhodes,,1986-1987,1987,,,36:19:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.105,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1423,Charles Thayer; Sr. Oral History Interview (1987),Charles Thayer; Sr.,,1986-1987,1987,,,21:07:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.106,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1424,Ethel Thompson Oral History Interview (1987),Ethel Thompson,,1986-1987,1987,,,32:30:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.107,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1425,Cleone Thunder Oral History Interview (1987),Cleone Thunder,,1986-1987,1987,,,32:33:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.108,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1426,Bessie Tidzump Oral History Interview (1987),Bessie Tidzump,,1986-1987,1987,,,13:58:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.109,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
wyomingoralhistory1427,Ethel Tillman Oral History Interview (1987),Ethel Tillman,,1986-1987,1987,,,32:27:00,Arapaho Indians;Shoshoni Indians;Wind River Indian Reservation,Arapaho Indians,Shoshoni Indians,Wind River Indian Reservation,record only,record,,,,,981.48.110,Fremont County Pioneer Museum,"1442 W. Main St., Lander, WY 82520",(307) 332-4137,a.teamfcpm@gmail.com,http://fremontcountymuseums.com/the-lander-museum,
